id_anuncio,fuente,operacion,tipo_inmueble,subtipo,direccion_texto,barrio_zona,municipio,provincia,precio_eur,precio_anterior_eur,descuento_pct,garaje_incluido,habitaciones,superficie_m2,planta,exterior,ascensor,obra_nueva_categoria,obra_nueva_flag,notas_parseo
1,Inmobiliaria E-Castro,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,121,4,sí,sí,otros,0,""
2,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,sí,5,232,,desconocido,desconocido,otros,0,""
3,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 6",Centro,Castro-Urdiales,Cantabria,299000,,,desconocido,2,84,3,sí,sí,otros,0,"Garaje no indicado"
4,Inmobiliaria E-Castro,venta,piso,, "Calle de la Ronda, 32",Centro,Castro-Urdiales,Cantabria,340000,,,desconocido,4,99,5,sí,sí,otros,0,"Garaje no indicado"
5,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,799000,,,sí,5,511,,desconocido,desconocido,otros,0,"Dirección sin número"
6,Inmobiliarias.com,venta,ático,, "Calle de Angel Perez Hornoas Cholo",Brazomar,Castro-Urdiales,Cantabria,360000,,,sí,3,130,6,sí,sí,otros,0,""
7,Inmobiliarias.com,venta,ático,, "Calle de la Granja",Cotolino,Castro-Urdiales,Cantabria,405000,,,sí,2,90,4,sí,sí,otros,0,""
8,Inmobiliarias.com,venta,piso,, "Calle Ataúlfo Argenta",Cotolino,Castro-Urdiales,Cantabria,415000,,,sí,3,110,2,sí,sí,otros,0,""
9,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Montealegre",Sámano,Castro-Urdiales,Cantabria,455000,,,desconocido,5,266,,desconocido,desconocido,otros,0,"Garaje no indicado"
10,Inmobiliaria E-Castro,venta,piso,, "Isaac Castillo",Mioño-Santullán,Castro-Urdiales,Cantabria,180000,,,desconocido,4,105,1,sí,no,otros,0,""
11,Exclusivas Inmobiliarias Mikeli,venta,dúplex,, "Calle Doctor Marañón",El Sardinero,Santander,Cantabria,2890000,,,sí,4,310,2,sí,sí,otros,0,""
12,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Manuel García Lago",El Sardinero,Santander,Cantabria,3150000,,,sí,5,241,4,sí,sí,otros,0,""
13,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado",Centro,Castro-Urdiales,Cantabria,220000,,,desconocido,2,64,6,sí,sí,otros,0,"Dirección sin número"
14,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Cerdigo",Oriñón-Allendagua,Castro-Urdiales,Cantabria,370000,,,sí,4,227,,desconocido,desconocido,otros,0,""
15,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Maura",El Sardinero,Santander,Cantabria,520000,,,sí,2,105,1,sí,sí,otros,0,""
16,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida de Cantabria",Valdenoja,Santander,Cantabria,798000,860000,7,sí,3,178,3,sí,sí,otros,0,"En el texto indica edificio construido en 2005"
17,Inmobiliarias.com,venta,casa,chalét adosado,"Calle del Alto de la Cruz",Cotolino,Castro-Urdiales,Cantabria,450000,,,sí,4,250,,desconocido,desconocido,otros,0,""
18,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Paseo de Pereda",Puerto Chico,Santander,Cantabria,1800000,,,desconocido,5,292,4,sí,no,otros,0,"Garaje no indicado"
19,Exclusivas Inmobiliarias Mikeli,venta,casa,chalét independiente,"Barrio la Arnía",Liencres,Piélagos,Cantabria,875000,,,sí,6,308,,desconocido,desconocido,otros,0,""
20,Engel & Völkers Santander,venta,piso,, "Avenida de Pontejos",El Sardinero,Santander,Cantabria,885000,,,sí,4,189,8,sí,sí,otros,0,""
21,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,desconocido,5,232,,desconocido,desconocido,otros,0,"Duplicado potencial del anuncio #2 (misma dirección y precio). Garaje no indicado"
22,altamira21.com,venta,piso,, "Calle Juan de Herrera",Centro - Ayuntamiento,Santander,Cantabria,598000,,,desconocido,4,107,4,sí,sí,otros,0,"Garaje no indicado"
23,Inmobiliarias.com,venta,piso,, "Calle Belén, 3",Centro,Castro-Urdiales,Cantabria,430000,,,desconocido,2,84,2,sí,sí,otros,0,"Indica 'reciente construcción' pero no 'obra nueva' explícito"
24,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 50",Brazomar,Castro-Urdiales,Cantabria,270000,,,sí,2,64,2,sí,sí,otros,0,""
25,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano, 40",Sámano,Castro-Urdiales,Cantabria,360000,,,desconocido,3,221,,desconocido,desconocido,otros,0,"Garaje no indicado"
26,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas",Centro,Castro-Urdiales,Cantabria,740000,,,sí,6,400,,desconocido,desconocido,otros,0,"Dirección sin número"
27,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas, 17",Centro,Castro-Urdiales,Cantabria,650000,,,desconocido,5,350,,desconocido,desconocido,otros,0,"Garaje no indicado"
28,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Calle Paco Labiano, 5",Playa Ostende,Castro-Urdiales,Cantabria,750000,,,desconocido,4,372,,desconocido,desconocido,otros,0,"Garaje no indicado"
29,Inmobiliarias.com,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,120,4,sí,sí,otros,0,"Duplicado potencial del anuncio #1 (misma dirección y precio; m2 difiere 121 vs 120)"
30,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,370000,,,sí,4,270,,desconocido,desconocido,otros,0,"Dirección sin número"
806,Negocio Inmobiliario de ACCIONA,venta,piso,obra nueva (promoción),Avenida Joaquín Ortiz de Zárate 99,,Comillas,Cantabria,494320,,,"","2-4",,,,,"obra nueva",1,,"Las Casonas de la Estrada II. Precio 'Desde'."
807,Grupo Inmobiliario Tribeca,venta,casa,obra nueva (promoción),Calle de Victoriano Fernández 16,Alisal - Cazoña - San Román,Santander,Cantabria,425000,,,"sí",3,,,,,"obra nueva",1,,"Residencial Las Garzas. (entrada duplicada de 775, revisar)."
808,Soldit Homes,venta,casa,obra nueva (promoción),Calle Aldea 24,,Suances,Cantabria,515000,,,"",4,,,,,"obra nueva",1,,"María Norte. Chalets independientes. Precio 'Desde'."
809,Amenábar,venta,piso,obra nueva (promoción),"Calle Carmen Bravo Villasante / Calle Santiago García Cuadrado 3",Peñacastillo - Nuevamontaña,Santander,Cantabria,259000,,,"sí","2-3",,,,,"obra nueva",1,,"Terrazas de Peñacastillo Fase II. Texto menciona desde 223k+IVA; tú diste 'Desde 259k' (revisar)."
810,FMP Desarrollos Inmobiliarios,venta,piso,obra nueva (promoción),Calle Ricardo Bernardo 1,Alisal - Cazoña - San Román,Santander,Cantabria,297000,,,"sí","2-3",,,,,"obra nueva",1,,"Residencial El Cierro I. Licencia solicitada (según texto)."
811,TERRAZAS DEL ALISAL SL,venta,piso,obra nueva (promoción),Calle Adarzo 63,Alisal - Cazoña - San Román,Santander,Cantabria,210000,,,"","1-3",,,,,"obra nueva",1,,"Terrazas del Alisal. Precio 'Desde'."
812,INMOMAR COSTA S.L.,venta,piso,obra nueva (promoción),Calle Maza 9,Palacio,Noja,Cantabria,260000,,,"","2",,,,,"obra nueva",1,,"Residencial Marea Alta. Precio 'Desde'."
813,Grupo Tecniobras,venta,casa,obra nueva (promoción),Calle Castío 1,,Santillana del Mar,Cantabria,350000,,,"",4,,,,,"obra nueva",1,,"Residencial Luz de Hayedo Santillana del Mar. Precio 'Desde'."
814,Aedas Homes,venta,piso,obra nueva (promoción),Calle Menéndez Pelayo 13,Centro,Laredo,Cantabria,419000,,,"","2-3",,,,,"obra nueva",1,,"Noray. Precio 'Desde'."
815,Milton Homes,venta,piso,obra nueva (promoción),Calle de San Martín 6,,Suances,Cantabria,430000,,,"","1-3",,,,,"obra nueva",1,,"Suances Living II. Precio 'Desde'."
816,LOCALIA INMOBILIARIA,venta,piso,obra nueva (promoción),La Hayuela s/n,,Udías,Cantabria,230000,,,"","2-3",,,,,"obra nueva",1,,"Balcón de la Viña. Incluye pisos/dúplex/adosados (según texto)."
817,ATRIO Servicios Inmobiliarios,venta,casa,obra nueva (promoción),Alto San Mateo s/n,,Boo (Piélagos),Cantabria,595000,,,"",4,,,,,"obra nueva",1,,"Residencial La Tejera. Chalets independientes. Precio 'Desde'."
818,Chalets Prado Verde,venta,piso/casa,obra nueva (promoción),Calle Piedra del Cormorán s/n,,Comillas,Cantabria,255300,,,"","2-4",,,,,"obra nueva",1,,"Residencial Prado Verde Fase II. Texto: 10 adosados + 16 apartamentos turísticos."
819,Promotora Albar,venta,piso,obra nueva (promoción),Calle el Peñón s/n,Soto de la Marina,Santa Cruz de Bezana,Cantabria,374000,,,"sí","2-3",,,,sí,"obra nueva",1,,"Residencial Tómbolo de Covachos. Precio 'Desde'."
820,GROMA Gestiones Urbanísticas Grupo Casado,venta,piso,obra nueva (promoción),Avenida Alfonso VIII s/n,Centro,Castro-Urdiales,Cantabria,, , ,,"","1-3",,,,"obra nueva",1,,"Quinta Carolina: precio pendiente (según texto)."
821,V.B. Landtrade,venta,piso,obra nueva (promoción),Calle Barrio La Torre 17,Monte,Santander,Cantabria,498750,,,"","1-3",,,,,"obra nueva",1,,"Residencial La Torre (obra nueva terminada según encabezado). Precio 'Desde'."
822,Lar Kantauri Inmobiliaria,venta,casa,obra nueva (promoción),Ayuntamientos Democráticos 46,Cotolino,Castro-Urdiales,Cantabria,362000,,,"",3,,,,,"obra nueva",1,,"Residencial Cotolino Fase II. Precio 'Desde'."
823,Inmonojasol S.L.,venta,piso,obra nueva (promoción),Joaquín Ferna 1,,Argoños,Cantabria,182000,,,"","1-3",,,,,"obra nueva",1,,"Promoción Joaquín Ferna. Precio 'Desde'."
824,OMUN S.L.,venta,casa,obra nueva (promoción),Barrio Requejada 33,,Polanco,Cantabria,248000,,,"",3,,,,,"obra nueva",1,,"Barrio Requejada. Chalets adosados. Precio 'Desde'."
825,Inmonojasol S.L.,venta,piso,obra nueva (promoción),Calle Alcarite s/n,Ris,Noja,Cantabria,235000,,,"","2-3",,,,,"obra nueva",1,,"11 viviendas centro Noja. Precio 'Desde'."
826,Reines Grupo Inmobiliario Santander,venta,piso,obra nueva (promoción),Calle Torres Quevedo 7,,Los Corrales de Buelna,Cantabria,148500,,,"","1-3",,,,,"obra nueva",1,,"Verdeinfinita Residencial. Precio 'Desde'."
827,Inmobiliarias San Fernando,venta,piso,obra nueva (promoción),Calle Abad Paterno 18,,Santoña,Cantabria,215000,,,"","2-3",,,,,"obra nueva",1,,"Residencial Barlovento. Precio 'Desde'."
828,Espazio Inmobiliario,venta,piso,obra nueva (promoción),Barrio La Canal 15,,Oruña (Piélagos),Cantabria,199900,,,"",2,,,,,"obra nueva",1,,"Urbanización Las Viñas Segunda Fase. Precio 'Desde'."
829,Grupo Inmobiliario Tribeca,venta,piso,obra nueva (promoción),Calle Bo Las Reigadas 12,,Liencres (Piélagos),Cantabria,229000,,,"sí","1-2",,,,sí,"obra nueva",1,,"Residencial Las Reigadas. Precio 'Desde'."
830,Inmobiliarias San Fernando,venta,piso,obra nueva (promoción),Calle Consolación 24,Centro,Torrelavega,Cantabria,285000,,,"","2-3",,,,,"obra nueva",1,,"Consolación 24. Precio 'Desde'."
831,MENA INMOBILIARIA,venta,casa,obra nueva (promoción),Calle La Central 1,,Cacicedo (Camargo),Cantabria,323000,,,"","3",,,,,"obra nueva",1,,"Promoción 6 chalets en Cacicedo. Precio 'Desde'."
832,Grupo Inmobiliario Tribeca,venta,piso,obra nueva (promoción),"Calle Barrio El Pozo de la Torre 1, Distrito Mortera 1",,Mortera (Piélagos),Cantabria,280000,,,"sí","3",,,,sí,"obra nueva",1,,"Altos de Palancante (grafía variable). Precio 'Desde'."
833,Trece Home,venta,piso,obra nueva (promoción),Calle Barrio de Santullán 39,Mioño-Santullán,Castro-Urdiales,Cantabria,199000,,,"","2-3",,,,sí,"obra nueva",1,,
834,Inmobiliaria las Dunas,venta,casa,obra nueva (promoción),Calle Barrio Yuso 10,,Santillana del Mar,Cantabria,272950,,,"","1-2",,,,,"obra nueva",1,,"Residencial Yuso. Precio 'Desde'."
835,Fuennova,venta,piso,obra nueva (promoción),Paseo de la Barquera 53a,,San Vicente de la Barquera,Cantabria,410000,,,"","2-4",,,,,"obra nueva",1,,"Vistas de La Ensenada. Precio 'Desde'."
836,Desarrollos Singulares del Norte SL,venta,piso,obra nueva (promoción),Calle Aro 3,,Santoña,Cantabria,190500,,,"","2-3",,,,,"obra nueva",1,,"Residencial Aro 3. Incluye locales (según texto)."
837,Nortepisos,venta,piso,obra nueva (promoción),Calle de la Maza 9,Palacio,Noja,Cantabria,260000,,,"sí",2,,,,,"obra nueva",1,,"Residencial Marea Alta (entrada alternativa a 812, posible duplicado)."
838,Jose Abascal - Real Estate Advisor,venta,piso,obra nueva (promoción),Lugar Barrio Bádames 1018,,Voto,Cantabria,120000,,,"","1-3",,,,,"obra nueva",1,,"Residencial El Molino. Precio 'Desde'."
839,Trece Home,venta,piso,obra nueva (promoción),Calle San Juan 7,Ris,Noja,Cantabria,240000,,,"","2",,,,,"obra nueva",1,,
840,Inmobiliaria Zubia & Marisol Ceballos,venta,casa,obra nueva (promoción),Calle Bo Sámano-Helguera 205,,Castro-Urdiales,Cantabria,450000,,,"",3,,,,,"obra nueva",1,,"El Jardín de Helguera. Chalets independientes. Precio 'Desde'."
841,Inmobiliaria SOMOPLAYA / INMOLOREDO,venta,casa,obra nueva (promoción),Los Tranquilos 3,,Loredo (Ribamontán al Mar),Cantabria,478000,,,"","3-4",,,,,"obra nueva",1,,"Residencial Los Tranquilos. Precio 'Desde'."
842,Engel & Völkers Santander,venta,casa,obra nueva (promoción),Avenida Monseñor del Val 13,,Suances,Cantabria,545000,,,"",4,,,,,"obra nueva",1,,"Entrada alternativa a 776 (posible duplicado)."
843,AGUIMAN,venta,casa,obra nueva (promoción),Avenida de España 29,Cotolino,Castro-Urdiales,Cantabria,395000,,,"",4,,,,,"obra nueva",1,,"Cotolindo. Chalets adosados. Precio 'Desde'."
844,Inmobiliaria Norte,venta,casa,obra nueva (promoción),Vía Barrio Brazomar 36,Cotolino,Castro-Urdiales,Cantabria,630000,,,"",4,,,,,"obra nueva",1,,"Residencial Piedemonte. Precio 'Desde'."
845,Inmobiliaria Barrio,venta,casa,obra nueva (promoción),Calle Jaime del Amo 8,,Suances,Cantabria,795000,,,"",3,,,,,"obra nueva",1,,"Mirador Jaime del Amo. Precio 'Desde'."
846,Inmobiliarias San Fernando,venta,casa,obra nueva (promoción),Avenida Marqués de Valdecilla s/n,Soto de la Marina,Santa Cruz de Bezana,Cantabria,650000,,,"",4,,,,,"obra nueva",1,,"Abra de la Marina. Chalets independientes. Precio 'Desde'."
847,Grupo Tecniobras,venta,casa,obra nueva (promoción),Calle El Palacio s/n,Sancibrián,Santa Cruz de Bezana,Cantabria,445000,,,"","4",,,,,"obra nueva",1,,"Jardines de Minerva. Adosados/pareados. Precio 'Desde'."
848,Grupo Tecniobras,venta,garaje,obra nueva (promoción),Calle José Posada Herrera 10,Centro,Torrelavega,Cantabria,25000,,,"",, ,,,,"obra nueva",1,,"La Alianza - Garajes. Precio 'Desde'."
849,Inmobiliarias.com,venta,casa,obra nueva (promoción),Barrio Islares 41,,Castro-Urdiales,Cantabria,289000,,,"","3",,,,,"obra nueva",1,,"Punta Islares. Adosados/pareados. Precio 'Desde'."
850,Udaritz Homes,venta,piso,obra nueva (promoción),Barrio la Piñera 3,,Boo (Piélagos),Cantabria,260000,,,"sí","2-3",,,,sí,"obra nueva",1,,"Residencial Pinares de Liencres. Precio 'Desde'."
851,Udaritz Homes,venta,casa,obra nueva (promoción),Calle Barrio las Escuelas 35,,Viveda,Cantabria,350000,,,"",3,,,,,"obra nueva",1,,"Santillana Puerta Sur. Precio 'Desde'."
852,Udaritz Homes,venta,piso,obra nueva (promoción),Calle Pedro Sobrado Pintor s/n,Tanos,Torrelavega,Cantabria,159000,,,"","1-3",,,,,"obra nueva",1,,"Jardines de Valle - Tanos. Precio 'Desde'."
853,Inmobiliaria JC de Laredo,venta,piso,obra nueva (promoción),Calle Barrio de Santullán 39,Mioño-Santullán,Castro-Urdiales,Cantabria,199000,,,"","2-3",,,,sí,"obra nueva",1,,"Entrada alternativa a 833 (posible duplicado)."
854,Inmobiliaria JC de Laredo,venta,casa,obra nueva (promoción),Calle Barrio el Mazo 14,,Ramales de la Victoria,Cantabria,249000,,,"",3,,,,,"obra nueva",1,,
855,Gestión Inmobiliaria Val de Cella,venta,piso,obra nueva (promoción),Barrio La Rañada 14,El Bosque (Entrambasaguas),Entrambasaguas,Cantabria,129000,,,"","1-2",,,,,"obra nueva",1,,"Entrega prevista otoño 2026 (según texto)."
856,Inmobiliaria montaña,venta,casa,obra nueva (promoción),Calle la Central 4,,Cacicedo (Camargo),Cantabria,260000,,,"",2,,,,,"obra nueva",1,,"Camargonueva. Chalet independiente. Precio 'Desde'."
857,Valnera Homes,venta,casa,obra nueva (promoción),Calle Bº Ladredo 75,,Camargo,Cantabria,395900,,,"",4,,,,,"obra nueva",1,,"Residencial Pegaso. Chalets independientes. Precio 'Desde'."
858,IVAN RASILLA LANZA,venta,casa,obra nueva (promoción),Calle Barrio Bolado 8,Herrera,Camargo,Cantabria,395000,,,"","4",,,,,"obra nueva",1,,"Residencial Adenium. Pareados e independientes. Precio 'Desde'."
859,Valnera Homes,venta,casa,obra nueva (promoción),Bº Cubas 18,,Ribamontán al Monte,Cantabria,440000,,,"",4,,,,,"obra nueva",1,,"Residencial Mistral de Cubas. Pareados. Precio 'Desde'."
860,Ayesli,venta,casa,obra nueva (promoción),Calle Padre Ignacio Ellacuría 163,Carlos V,Laredo,Cantabria,595000,,,"","3-4",,,,,"obra nueva",1,,"Residencial Las Dunas. Adosados. Precio 'Desde'."
861,Construcciones Latapia Taeño S.L.,venta,piso,obra nueva (promoción),Ernest Lluch s/n,Monte,Santander,Cantabria,310000,,,"","1-4",,,,,"obra nueva",1,,"Promoción en C/ Ernest Lluch. Precio 'Desde'."

